ANIMAL_DEFAULT		080   080 080 085 080     505 505 505 295	505		108 505 701 		505 505 0   505   105 	    0	301 505	505 			900	950
																																					
BLOODFX_TABLE_ALIVE_MP_END																															

BLOODFX_TABLE_DEAD_MP_START

BUTTOCKS			580   580 580 585 580     505 505 505 795	505		508 505 701 		505 505 0   0   505			0	601 505	505 			900	950
THIGH_LEFT			580   570 580 575 570     504 504 504 795	505		510 504 701			504 504 0   0   504 	    0	601 504	504 			900	950
SHIN_LEFT			580   570 580 565 570     505 505 505 795	505		510 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
FOOT_LEFT			580   560 580 575 560     505 505 505 795	505		510 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
THIGH_RIGHT			580   570 580 575 570     504 504 504 795	505		510 504 701 		504 504 0   0   504 	    0	601 504	504 			900	950
SHIN_RIGHT			580   570 580 575 570     505 505 505 795	505		510 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
FOOT_RIGHT			580   560 580 565 560     505 505 505 795	505		510 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
SPINE0				580   580 580 565 580     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
SPINE1				580   580 580 585 580     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
SPINE2				580   580 580 565 580     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
SPINE3				580   580 580 575 580     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
CLAVICLE_LEFT		580   570 580 575 570     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
UPPER_ARM_LEFT		580   570 580 585 570     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
LOWER_ARM_LEFT		580   560 580 565 560     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
HAND_LEFT			580   0   580   575 0 	  505 505 505 795	501		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
CLAVICLE_RIGHT		580   570 580 565 570     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
UPPER_ARM_RIGHT		580   570 580 585 570     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
LOWER_ARM_RIGHT		580   560 580 575 560     505 505 501 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
HAND_RIGHT			580   0   580   505 0 	  505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950
NECK				581   582 582 586 083     104 104 104 795	104		508 104 702 		504 504 0   0   504 	    0	601 504	504 			900	950
HEAD				581   582 582 586 083     105 105 105 795	105		509 105 702 		505 505 0   0   505 	    0	601 505	505 			900	950
ANIMAL_DEFAULT		580   580 580 585 585     505 505 505 795	505		508 505 701 		505 505 0   0   505 	    0	601 505	505 			900	950

BLOODFX_TABLE_DEAD_MP_END

###########################################################################################################################################
# INFO:
###########################################################################################################################################
#
#
# All numerical data entries in the chart above must have BOTH an entry and exit entry in this file
#
# Probe Distance A is how far the probe will look for a surface from the shot normal. If it finds a surface it will apply Diffuse A
# Probe Distance B is how far the probe will look for a surface (downwards from halfway along probe A & ONLY if Diffuse A did not occur).
#                  If it finds a surface it will apply Diffuse B.
#
# Size and speed evolutions are listed and correspond to how fast or large a specific blood effect is to be shown
#
#
###########################################################################################################################################



BLOODFX_ENTRY_INFO_START

#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#				DECALS --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->		PARTICLE EFFECTS -------------------------------------------------------------------------------------->	PED DAMAGE EFFECTS -------------------------------------------------->	#
# ID	PROB	SPLAT DCL ID	SPRAY DCL ID	MIST DCL ID		COL_TINT		SPRAY		MIST		LOD RANGE		NUM PROBES		PROBE	PROBE	PROBE	 SIZE A HI 		 SIZE A LO		 SIZE B HI		 SIZE B LO		---LIFE----		FADEIN	------GROWTH-------		FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				SIZE_EVO	PROB	BLOOD_DAMAGE_NAME	BLOOD_DAMAGE_NAME		BLOOD_DAMAGE_NAME	#
#				NORM	SOAK	NORM	SOAK	NORM	SOAK	R   G	B		DOT_THRESH	THRESH		HI		LO		HI		LO		VARITN	DISTA	DISTB	MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX				TIME	MIN		MAX								BODY ARMOUR				HEAVY ARMOUR			UNDERWATER														BODY ARMOUR				HEAVY ARMOUR		#
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																			
##############																																	
# MELEE BLUNT																																	
##############																																	
																																				
# SMALL	
050		0.8		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					1.0			0.01		BackSplash				-						-																																		
060		0.8		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.4			0.01		BackSplash				-						-
560		0.8		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.4			0.01		BackSplash				-						-

# SMALL PUNCH_KICK	

062		0.5		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_punch		-   					-   					-   					0.4			0.01		BackSplash				-						-
562		0.5		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_punch		-   					-   					-   					0.4			0.01		BackSplash				-						-
																																										
# MEDIUM																																									
070		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.6			0.01		BackSplash				-						-
570		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt		-   					-   					-   					0.6			0.01		BackSplash				-						-
																																										
# LARGE																																										
080		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.8			0.05		-				-						-
580		1.0		0		0		0		0		0		0		50  0	0		0.3			0.75		200.0	250.0	3		1		0.25	0.0		0.0		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.1		0.0		0.0		0.0		0.0		1.0		1.0		blood_melee_blunt 		-   					-   					-   					0.8			0.05		-				-						-
																																										
# HEADSHOT [FIST]																																								
081		1.0		1010	1010	1010	1010	1010	1010	50  0	0		0.3			0.75		200.0	250.0	3		1		0.5		1.5		1.8		0.7		0.1		0.5		0.7		0.8		0.6		0.5		0.6		-1.0	-1.0	0.3		0.15	0.1		0.5		cs_head_kick_blood		-   					-   					-   					1.0			1.0		BluntForceMed				-						-
581		1.0		1010	1010	1010	1010	1010	1010	50  0	0		0.3			0.75		200.0	250.0	3		1		0.5		1.5		1.8		0.7		0.1		0.5		0.7		0.7		0.6		0.5		0.6		-1.0	-1.0	0.3		0.15	0.1		0.5		cs_head_kick_blood 		-   					-   					-   					1.0			1.0		BluntForceMed				-						-
																																			
																																				
# HEADSHOT [HAMMER]																																								
082		1.0		1010	1010	1010	1010	1010	1010	50  0	0		0.3			0.75		200.0	250.0	3		1		0.5		1.5		1.8		0.7		0.1		0.5		0.7		0.8		0.6		0.5		0.6		-1.0	-1.0	0.3		0.15	0.1		0.5		cs_head_kick_blood		-   					-   					-   					1.0			1.0		BluntForceHard				-						-
582		1.0		1010	1010	1010	1010	1010	1010	50  0	0		0.3			0.75		200.0	250.0	3		1		0.5		1.5		1.8		0.7		0.1		0.5		0.7		0.8		0.6		0.5		0.6		-1.0	-1.0	0.3		0.15	0.1		0.5		cs_head_kick_blood 		-   					-   					-   					1.0			1.0		BluntForceHard				-						-
																																			
																																																																								
# HEADSHOT [MISC]																																								
083		1.0		1010	1010	1010	1010	1010	1010	50  0	0		0.3			0.75		200.0	250.0	3		1		0.5		1.5		1.8		0.7		0.1		0.5		0.7		0.8		0.6		0.5		0.6		-1.0	-1.0	0.3		0.15	0.1		0.5		cs_head_kick_blood		-   					-   					-   					1.0			1.0		BluntForceHard				-						-
583		1.0		1010	1010	1010	1010	1010	1010	50  0	0		0.3			0.75		200.0	250.0	3		1		0.5		1.5		1.8		0.7		0.1		0.5		0.7		0.8		0.6		0.5		0.6		-1.0	-1.0	0.3		0.15	0.1		0.5		cs_head_kick_blood 		-   					-   					-   					1.0			1.0		BluntForceHard				-						-
																																			
																																																																								
##############																																	
# MELEE SHARP																																	
##############																																	
																																				
# SMALL																																			
065		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood				-   					-   					blood_stab_uw			0.4			1.0		stab					-						-
565		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood				-   					-   					blood_stab_uw			0.4			1.0		stab					-						-
																																				
# MEDIUM																																		
075		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood				-   					-   					blood_stab_uw			0.6			1.0		stab					-						-
575		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood				-   					-   					blood_stab_uw			0.6			1.0		stab					-						-
																																				
# LARGE																																			
085		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood				-   					-   					blood_stab_uw			0.8			1.0		stab					-						-
585		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood				-   					-   					blood_stab_uw			0.8			1.0		stab					-						-
																																				
# THROAT [KNIFE]																																	
086		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood			-   					-   					blood_stab_uw			1.0			1.0		stab					-						-
586		1.0		1015	1015	1015	1015	1015	1015	50  0	0		0.3			0.75		100.0	250.0	3		1		0.5		1.5		1.8		1.1		1.2		1.1		1.2		1.0		1.0		0.8		1.0		-1.0	-1.0	0.3		0.15	0.1		0.5		ent_brk_blood			-   					-   					blood_stab_uw			1.0			1.0		stab					-						-
																																				
																																				
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#				DECALS --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------->		PARTICLE EFFECTS -------------------------------------------------------------------------------------->	PED DAMAGE EFFECTS -------------------------------------------------->	#
# ID	PROB	SPLAT DCL ID	SPRAY DCL ID	MIST DCL ID		COL_TINT		SPRAY		MIST		LOD RANGE		NUM PROBES		PROBE	PROBE	PROBE	 SIZE A HI 		 SIZE A LO		 SIZE B HI		 SIZE B LO		---LIFE----		FADEIN	------GROWTH-------		FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				FX_SYSTEM				SIZE_EVO	PROB	BLOOD_DAMAGE_NAME	BLOOD_DAMAGE_NAME		BLOOD_DAMAGE_NAME	#
#				NORM	SOAK	NORM	SOAK	NORM	SOAK	R   G	B		DOT_THRESH	THRESH		HI		LO		HI		LO		VARITN	DISTA	DISTB	MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX		MIN		MAX				TIME	MIN		MAX								BODY ARMOUR				HEAVY ARMOUR			UNDERWATER														BODY ARMOUR				HEAVY ARMOUR		#
#####################################################################################################################################################################################################################################################################################################################################################################################################################################################################
																																		
##############																																	
# FIREARMS																																		
##############																																	
																																				
# SMALL																																			
101		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.3			0.3			300.0	400.0	2		0		1.55	1.5		0.01	0.6		0.7		0.6		0.7		1.2		1.4		1.2		1.4		-1.0	-1.0	0.1		0.05	0.8		0.8		blood_headshot   			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.8			1.0		BulletSmall				ArmorBullet				ArmorBullet
501		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.3			0.3			300.0	400.0	2		0		1.55	1.5		0.01	0.6		0.7		0.6		0.7		1.2		1.4		1.2		1.4		-1.0	-1.0	0.1		0.05	0.8		0.8		blood_throat   			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.8			1.0		BulletSmall				ArmorBullet				ArmorBullet
																																				
# MEDIUM																																		
102		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.4			0.4			300.0	400.0	2		1		1.55	1.3		0.01	0.75	0.9		0.75	0.9		1.3		1.5		1.3		1.6		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_headshot   			blood_armour  			blood_armour_heavy  	blood_stab_uw			1.05		1.0		BulletSmall				ArmorBullet				ArmorBullet
502		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.4			0.4			300.0	400.0	2		1		1.55	1.3		0.01	0.75	0.9		0.75	0.9		1.3		1.5		1.3		1.6		-1.0	-1.0	0.2		0.05	0.8		0.8		blood_throat   			blood_armour  			blood_armour_heavy  	blood_stab_uw			4.05		1.0		BulletSmall				ArmorBullet				ArmorBullet
																																				
# LARGE																																			
103		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.5			0.5			300.0	400.0	3		1		1.55	1.3		0.01	0.9		1.1		0.9		1.1		1.3		1.6		1.4		1.7		-1.0	-1.0	0.3		0.05	0.8		0.8		blood_headshot   			blood_armour  			blood_armour_heavy  	blood_stab_uw			4.9			1.0		BulletLarge				ArmorBullet				ArmorBullet
503		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.5			0.5			300.0	400.0	3		1		1.55	1.4		0.01	0.9		1.1		0.9		1.1		1.3		1.6		1.4		1.7		-1.0	-1.0	0.3		0.05	0.8		0.8		blood_throat   			blood_armour  			blood_armour_heavy  	blood_stab_uw			4.9			1.0		BulletLarge				ArmorBullet				ArmorBullet
																																				
# NECK																																			
104		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.6			0.6			300.0	400.0	4		2		0.25	0.6		0.01	0.9		1.1		0.9		1.1		1.2		1.1		1.2		1.2		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_sht_blood   			blood_armour  			blood_armour_heavy  	blood_stab_uw			5.5			1.0		BulletSmall				ArmorBullet				ArmorBullet
504		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.6			0.6			300.0	400.0	4		2		0.25	0.6		0.01	0.9		1.1		0.9		1.1		1.2		1.1		1.2		1.2		-1.0	-1.0	0.3		0.05	0.8		0.8		ent_sht_blood     		blood_armour  			blood_armour_heavy  	blood_stab_uw			5.5			1.0		BulletLarge				ArmorBullet				ArmorBullet

# HEADSHOTNONFATAL
105		1.0		1010	1010	1015	1015	1017	1017	50  0	0		0.1			0.4			200.0	1000.0	4		2		0.5		1.5		1.8		1.1		1.0		1.0		0.9		1.1		1.0		0.9		1.2		-1.0	-1.0	0.15	0.11	0.1		0.8		ent_brk_blood			blood_armour  			blood_armour_heavy  	blood_stab_uw			1.0			1.0		ShotgunSmall		ArmorBullet				ArmorBullet
																																				
# HEADSHOTFATAL																																		
505		1.0		1017	1017	1015	1015	1017	1017	50  0	0		0.1			0.4			200.0	100.0	4		2		0.5		1.5		1.8		1.1		1.0		1.0		0.9		1.1		1.0		0.9		1.2		-1.0	-1.0	0.15	0.11	0.1		0.8		ent_brk_blood	   	blood_armour  			blood_armour_heavy  	blood_stab_uw			1.0			1.0		BulletLarge				ArmorBullet				ArmorBullet
																																				
# THIGH																																			
106		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.4			0.6			300.0	400.0	3		1		0.25	0.6		0.01	0.9		1.1		0.9		1.1		1.3		1.5		1.3		1.6		-1.0	-1.0	0.3		0.05	0.8		0.8		blood_headshot   			blood_armour  			blood_armour_heavy  	blood_stab_uw			1.3			1.0		BulletSmall				ArmorBullet				ArmorBullet
506		1.0		1010	1010	1015	1015	1017	1017	45  0	0		0.4			0.6			300.0	400.0	3		1		0.25	0.6		0.01	0.9		1.1		0.9		1.1		1.3		1.5		1.3		1.6		-1.0	-1.0	0.3		0.05	0.8		0.8		blood_throat   			blood_armour  			blood_armour_heavy  	blood_stab_uw			0.8			1.0		BulletSmall				ArmorBullet				ArmorBullet


##############																																	
# VEHICLE_HEAVY																																		
##############																																	
																																				
# SMALL																																			
401		100.0		1010	1010	1015	1015	0		0		50  0	0		0.2			0.5			20.0	10.0	2		0		1.55	0.8		0.01	0.6		0.7		0.6		0.7		0.2		0.4		0.2		0.4		-1.0	-1.0	0.0		0.05	0.8		0.8		blood_entry_shotgun  		blood_armour  			blood_armour_heavy  	blood_stab_uw			5.15		1.0		BulletSmall				ArmorBullet				ArmorBullet
